ISO ALPHA-3 code,WHO Region,Country,Antenatal care coverage (%) -  at least 4 visits (any provider),See notes=1,Data coverage period start year,Data coverage period end year,Survey start year,Survey end year,Sample size; 0=no sample size provided,Source,1=source verified; 2=source not verified,Notes,Source code: 1=survey; 2=adm.; 3=other,Age if not 15-49 years
TUN ,EMRO,Tunisia,67.5,,2001,2006,2006,2006,0,"Ministère de la Santé Publique et UNICEF. Enquête sur la Santé et le Bien-être de la Mère et l'Enfant 2006 (MICS 3). Tunesie, 2008.",1,,1,
TUN ,EMRO,Tunisia,85.1,,2009,2012,2011,2012,1164,"Ministère du Développement et de la Coopération Internationale, MDCI - Institut National de la Statistique et Fonds des Nations Unies pour l’Enfance. Suivi de la situation des enfants et des femmes en Tunisie- Enquête par grappes à indicateurs multiples 2011-2012, Rapport Final, 2013.",1,,1,
TUR ,EURO,Turkey,35.9,,1988,1993,1993,1993,3700,"Ministry of Health [Turkey], Hacettepe University Institute of Population Studies, and Macro International Inc.Turkish Demographic and Health Survey 1993. Ankara, Turkey, 1994.",1,,1,
TUR ,EURO,Turkey,42,,1993,1998,1998,1998,3459,"Hacettepe University, Institute of Population Studies Ankara, Turkey and Macro Inc. Turkish Demographic and Health Survey 1998. International Inc Macro International Inc. Calverton, Maryland, USA, 1999.",1,,1,
TUR ,EURO,Turkey,53.9,,1998,2003,2003,2003,3164,"Hacettepe University Institute of Population Studies, Turkey Demographic and Health Survey, 2003. Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, State Planning Organization and European Union. Ankara, Turkey, 2004.",1,,1,
TUR ,EURO,Turkey,73.7,,2003,2008,2008,2008,2768,"Hacettepe University Institute of Population Studies. Turkey Demographic and Health Survey, 2008. Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Ministry Undersecretary of State Planning Organization and TÜBİTAK, Ankara, Turkey, 2009.",1,,1,
TUR,EUR,Turkey,88.9,,2008,2013,2013,2014,2672,"Hacettepe University Institute of Population Studies. 2013 Turkey Demographic and Health Survey. Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÜBİTAK, Ankara, Turkey; 2014.",1,,1,
TKM ,EURO,Turkmenistan,82.8,,1995,2000,2000,2000,2470,"Gurbansoltan Eje Clinical Research Center for Maternal and Child Health (GECRCMCH), Ministry of Health and Medical Industry [Turkmenistan], and ORC Macro. Turkmenistan Demographic and Health Survey 2000. Calverton, Maryland, USA: GECRCMCH and ORC Macro, 2001.",1,,1,
TUV ,WPRO,Tuvalu,67.3,,2002,2007,2007,2007,292,"Central Statistics Division(TCSD), SPC and Macro International Inc. Tuvalu Demographic and Health Survey 2007. Noumea, New Caledonia, 2009.",1,,1,
UGA ,AFRO,Uganda,47.2,,1991,1995,1995,1995,6027,"Statistics Department [Uganda] and Macro International Inc. Uganda Demographic and Health Survey, 1995. Calverton, Maryland: Statistics Department [Uganda] and Macro International Inc., 1996.",1,,1,
UGA ,AFRO,Uganda,41.9,,1995,2001,2000,2001,4489,"Uganda Bureau of Statistics (UBOS) and ORC Macro. Uganda Demographic and Health Survey 2000-2001. Calverton, Maryland, USA: UBOS and ORC Macro, 2001.",1,,1,
UGA ,AFRO,Uganda,47.2,,2001,2006,2006,2006,5035,"Uganda Bureau of Statistics (UBOS) and Macro International Inc. Uganda Demographic and Health Survey 2006. Calverton, Maryland, USA: UBOS and Macro International Inc., 2007.",1,,1,
UGA ,AFRO,Uganda,47.6,,2006,2011,2011,2011,4968,"Uganda Bureau of Statistics (UBOS) and ICF International Inc. Uganda Demographic and Health Survey 2011. Kampala, Uganda: UBOS and Calverton, Maryland: ICF International Inc., 2012.",1,,1,
UKR ,EURO,Ukraine,91,1,1994,1999,1999,1999,1724,"Kiev International Institute of Sociology, CDC, USAID. 1999 Ukraine Reproductive Health Survey, Final Report. Ukraine, 2001.",1,5 or more visits,1,
UKR ,EURO,Ukraine,74.8,1,2002,2007,2007,2007,1072,"Ukrainian Center for Social Reforms (UCSR), State Statistical Committee (SSC) [Ukraine], Ministry of Health (MOH) [Ukraine], and Macro International Inc. Ukraine Demographic and Health Survey 2007. Calverton, Maryland, USA: UCSR and Macro International, 2008.",1,6 or more visits,1,
UKR ,EURO,Ukraine,87.2,,2010,2012,2012,2012,707,"State Statistics Service and Ukrainian Center for Social Reforms. Ukraine Multiple Indicator Cluster Survey 2012, Final Report. Kyiv, Ukraine: State Statistics Committee and the Ukrainian Center for Social Reforms; 2013.",1,,1,
ARE ,EMRO,United Arab Emirates,58.6,1,1992,1995,1995,1995,4317,"Fikri M and Samir MF. United Arab Emirates Famliy Health Survey 1995. Principal Report. Abu Dhabi: Ministry of Health, 2000.",1,3 and more visits,1,
GBR ,EURO,United Kingdom,no data,,,,,,,,,,,
TZA ,AFRO,United Republic of Tanzania,69.5,,1986,1992,1991,1992,8032,"Bureau of Statistics Planning Commission and Macro International Inc. Tanzania Demographic and Health Survey 1991/1992. Columbia, Maryland USA, 1993.",1,,1,
TZA ,AFRO,United Republic of Tanzania,69.5,,1991,1996,1996,1996,6916,"Bureau of Statistics [Tanzania] and Macro International Inc. Tanzania Demographic and Health Survey 1996. Calverton, Maryland: Bureau of Statistics and Macro International, 1997.",1,,1,
TZA ,AFRO,United Republic of Tanzania,69.9,,1994,1999,1999,1999,2183,"National Bureau of Statistics [Tanzania] and Macro International Inc. Tanzania Reproductive and Child Health Survey 1999. Calverton, Maryland, USA: National Bureau of Statistics and Macro International Inc., 2000.",1,,1,
TZA ,AFRO,United Republic of Tanzania,61.5,,1999,2004,2004,2004,5772,"National Bureau of Statistics (NBS) [Tanzania] and ORC Macro. Tanzania Demographic and Health Survey 2004-05. Dar es Salaam, Tanzania: National Bureau of Statistics and ORC Macro, 2005.",1,,1,
TZA ,AFRO,United Republic of Tanzania,42.8,,2005,2010,2010,2010,5519,"National Bureau of Statistics (NBS) [Tanzania], ICF Macro. Tanzania Demographic and Health Survey 2010. Dar es Salaam, Tanzania: NBS, ICF Macro; 2011.",1,,1,
USA ,AMRO,United States of America,96.6,,2010,2010,2010,2010,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2013. Washington, D.C., United States of America, 2013.",2,,3,
USA ,AMRO,United States of America,96.6,,2012,2012,2012,2012,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2015. Washington, D.C., United States of America; 2015.",2,,3,
URY ,AMRO,Uruguay,78.4,,1996,1996,1996,1996,58718,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,80.4,,1997,1997,1997,1997,56344,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,79.5,,1999,1999,1999,1999,54004,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,79.7,,2000,2000,2000,2000,52770,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,85,,2001,2001,2001,2001,51960,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,86.3,,2002,2002,2002,2002,51997,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,87,,2003,2003,2003,2003,50633,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,88.7,,2004,2004,2004,2004,50052,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,88.7,,2005,2005,2005,2005,47150,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,89,,2006,2006,2006,2006,47236,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,89,,2007,2007,2007,2007,47372,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,89.5,,2008,2008,2008,2008,47428,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,91.1,,2009,2009,2009,2009,47152,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,91.1,,2010,2010,2010,2010,47420,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,90.9,,2011,2011,2011,2011,46712,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,94.2,,2012,2012,2012,2012,48059,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,95.4,,2013,2013,2013,2013,48681,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,95.9,,2014,2014,2014,2014,48368,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,96.1,,2015,2015,2015,2015,48926,"Ministerio de Salud Pública, Dirección General de la Salud. División Epidemiología; Estadísticas Vitales. Nacimientos ocurridos y registrados según total de consultas prenatales y grupo de edad materna. Uruguay 1996-2015. Downloaded Septmber 21, 2016 (http://www.msp.gub.uy/publicaci%C3%B3n/estad%C3%ADsticas-de-natalidad).",1,,2,<14->45
URY ,AMRO,Uruguay,76.8,,2011,2013,2013,2013,293,"Ministerio de Desarrollo Social (MIDES), Fondo de las Naciones Unidas para la Infancia (UNICEF). Uruguay Encuesta de Indicadores Múltiples por Conglomerados 2013, Informe final. Montevideo, Uruguay: Ministerio de Desarrollo Social (MIDES), Fondo de las Naciones Unidas para la Infancia (UNICEF); 2015.",1,,1,
UZB ,EURO,Uzbekistan,78.5,,1993,1996,1996,1996,1392,"Institute of Obstetrics and Gynecology [Uzbekistan] and Macro International Inc. Uzbekistan Demographic and Health Survey, 1996. Calverton, Maryland: Institute of Obstetrics and Gynecology and Macro International Inc., 1997.",1,,1,
VUT ,WPRO,Vanuatu,51.8,,2008,2013,2013,2013,1139,"Vanuatu Statistics Office, Secretariat for the Pacific Community. Vanuatu Demographic and Health Survey (VDHS) 2013. Final Report. Noumea, New Caledonia; 2014.
",1,,1,
VEN ,AMRO,Venezuela (Bolivarian Republic of),47,,2011,2011,2011,2011,0,"Pan American Health Organization/World Health Organization (PAHO/WHO), Health Information and Analysis Project (HSD/HA). Health Situation in the Americas: Basic Indicators 2012. Washington, DC, United States of America, 2012.",2,,3,
VEN ,AMRO,Venezuela (Bolivarian Republic of),61,,2012,2012,2012,2012,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2014. Washington, D.C., United States of America; 2014.",2,,3,
VEN ,AMRO,Venezuela (Bolivarian Republic of),86.9,,2014,2014,2014,2014,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2015. Washington, D.C., United States of America; 2015.",2,,3,
VNM ,WPRO,Viet Nam,15.2,,1994,1997,1997,1997,1818,"National Committee for Population and Famliy Planning.The Population and Family Health Project. Viet Nam Demographic and Health Survey 1997. Ha Noi, Viet Nam, 1999.",1,,1,
VNM ,WPRO,Viet Nam,29.3,,1999,2002,2002,2002,1321,"Committee for Population, Family and Children [Vietnam], and ORC Macro. Vietnam Demographic and Health Survey 2002. Calverton, Maryland, USA: Committee for Population, Family and Children and ORC Macro, 2003.",1,,1,
VNM ,WPRO,Viet Nam,59.6,,2009,2011,2011,2011,1383,"General Statistical Office (GSO), Viet Nam Multiple Indicator Cluster Survey - Final Report, 2011, Ha Noi, Viet Nam, 2011.",1,,1,
VNM ,WPRO,Viet Nam,73.6,,2011,2014,2013,2014,1464,"General Statistics Office, UNICEF. Viet Nam Multiple Indicator Cluster Survey 2014, Key Findings. Ha Noi, Viet Nam; 2014.",1,,1,
YEM ,EMRO,Yemen,11.4,,1992,1997,1997,1997,12685,"Central Statistical Organization (CSO) [Yemen]] and Macro International Inc. (Ml). Yemen Demographic and Maternal and Child Health Survey 1997. Calverton, Maryland, USA: CSO and MI, 1998.",1,,1,
YEM ,EMRO,Yemen,13.9,,1998,2003,2003,2003,7564,"The Republic of Yemen Ministry of Health and Population, Central Statistical Organization and League of Arab States. The Yemen Family Health Survey: Principal Report. Pan Arab Project for Family Health. Cairo, Egypt: The Republic of Yemen Ministry of Health and Population, Central Statistical Organization and League of Arab States, 2004.",1,,1,
YEM ,EMRO,Yemen,28.2,,2007,2012,2012,2012,3874,"Ministry of Health and Internal Cooperation, UNICEF. National Social Protection Monitoring Survey in Yemen. Baseline Analytical Report. Yemen, 2013.",1,,1,
YEM ,EMRO,Yemen,25.1,,2008,2013,2013,2013,10369,"Ministry of Public Health and Population (MOPHP), Central Statistical Organization (CSO) [Yemen], Pan Arab Program for Family Health (PAPFAM), ICF International. Yemen National Health and Demographic Survey 2013. Rockville, Maryland, USA: MOPHP, CSO, PAPFAM, ICF International, 2015.",1,,1,
ZMB ,AFRO,Zambia,68.5,,1987,1992,1992,1992,6211,"Central Statistical Office [Zambia], University of Zambia and Macro International Inc. Zambia Demographic and Health Survey, 1992. Macro International Inc., Columbia, Maryland, USA, 1993.",1,,1,
ZMB ,AFRO,Zambia,71.3,,1991,1996,1996,1996,7159,"Central Statistical Office [Zambia] and Ministry of Health and Macro International Inc. Zambia Demographic and Health Survey, 1996. Calverton, Maryland: Central Statistical Office and Macro International Inc., 1997.",1,,1,
ZMB ,AFRO,Zambia,71.6,,1996,2002,2001,2002,4402,"Central Statistical Office [Zambia], Central Board of Health [Zambia], and ORC Macro. Zambia Demographic and Health Survey 2001-2002. Calverton, Maryland, USA: Central Statistical Office, Central Board of Health, and ORC Macro, 2003.",1,,1,
ZMB ,AFRO,Zambia,60.3,,2002,2007,2007,2007,4136,"Central Statistical Office (CSO), Ministry of Health (MOH), Tropical Diseases Research Centre (TDRC), University of Zambia, and Macro International Inc. Zambia Demographic and Health Survey 2007. Calverton, Maryland, USA: CSO and Macro International Inc., 2009.",1,,1,
ZMB,AFR,Zambia,55.5,,2008,2014,2013,2014,9324,"Central Statistical Office (CSO) [Zambia], Ministry of Health (MOH) [Zambia], ICF International. Zambia Demographic and Health Survey 2013-14. Rockville, Maryland, USA: Central Statistical Office, Ministry of Health, ICF International; 2015.",1,,1,
ZWE,AFRO,Zimbabwe,74,,1991,1994,1994,1994,2328,"Central Statistical Office [Zimbabwe] and Macro International Inc. Zimbabwe Demographic and Health Survey, 1994. Calverton, Maryland, USA: Central Statistical Office and Macro International Inc., 1995.",1,,1,
ZWE,AFRO,Zimbabwe,64.3,,1994,1999,1999,1999,2770,"Central Statistical Office [Zimbabwe] and Macro International Inc. Zimbabwe Demographic and Health Survey 1999. Calverton, Maryland, USA: Central Statistical Office and Macro International Inc., 2000.",1,,1,
ZWE,AFRO,Zimbabwe,71.1,,2000,2006,2005,2006,4099,"Central Statistical Office (CSO) [Zimbabwe] and Macro International Inc. Zimbabwe Demographic and Health Survey 2005-06. Calverton, Maryland, USA: CSO and Macro International Inc., 2007.",1,,1,
ZWE,AFRO,Zimbabwe,56.8,,2007,2009,2009,2009,2799,"Central Statistical Office (CSO) [Zimbabwe] and UNICEF. Multiple Indicator Monitoring Survey (MIMS) 2009, Preliminary Report. Harare, Zimbabwe, 2009.",1,,1,
ZWE,AFRO,Zimbabwe,64.8,,2005,2011,2010,2011,4426,"Zimbabwe National Statistics Agency (ZIMSTAT) and ICF International. Zimbabwe Demographic and Health Survey 2010-11. Calverton, Maryland: ZIMSTAT and ICF International Inc., 2012.",1,,1,
ZWE,AFRO,Zimbabwe,70.1,,2012,2014,2014,2014,3713,"Zimbabwe National Statistics Agency (ZIMSTAT). Multiple Indicator Cluster Survey 2014. Final Report. Harare, Zimbabwe: ZIMSTAT; 2015.",1,,1,
ZWE,AFRO,Zimbabwe,75.7,,2010,2015,2015,2015,4988,"Zimbabwe National Statistics Agency and ICF International. Zimbabwe Demographic and Health Survey 2015: Key Indicators. Rockville, Maryland, USA: Zimbabwe National Statistics Agency (ZIMSTAT) and ICF International, 2016.",1,,1,
